Title,Author,Fandom,Url,Kudos,Summary,Content
Because Kafka,arsenicarcher (Arsenic),"Marvel Cinematic Universe, Gundam Wing",https://archiveofourown.org/works/5164571,"1,154","Summary: Clint's a were-leopard. The world doesn't look kindly on shapeshifters, not even the ones that are just kids.","Mature Graphic Depictions Of Violence Gen Marvel Cinematic Universe Gundam Wing Clint Barton Trowa Barton Catherine Bloom James ""Bucky"" Barnes Natasha Romanova Tony Stark Pepper Potts Sam Wilson (Marvel) Steve Rogers Maria Hill James ""Rhodey"" Rhodes Wanda Maximoff Past Character Death Child Abuse Were-Creatures Human Experimentation Captivity Whipping Hurt/Comfort Alternate Universe"
Lessons on first times,ravenndei628,"機動戦士ガンダム 水星の魔女 | Mobile Suit Gundam: The Witch from Mercury (Anime), Gundam: Witch from Mercury, Gundam & Related Fandoms",https://archiveofourown.org/works/42935040,"1,082",Summary: Suletta asks Miorine to teach her about a lot of firsts.,Mature Creator Chose Not To Use Archive Warnings F/F 機動戦士ガンダム 水星の魔女 | Mobile Suit Gundam: The Witch from Mercury (Anime) Gundam: Witch from Mercury Gundam & Related Fandoms Suletta Mercury/Miorine Rembran Suletta Mercury Miorine Rembran Nika Nanaura The Earth House kids First Dates First Kiss First Time Blushing Tsunderes Clueless Suletta Miorine tries to maintain her dignity but always fails Kissing
Stand Without Flinching,AngelSelene,"Gundam Wing, Marvel Cinematic Universe",https://archiveofourown.org/works/22763293,946,"Summary: For Duo Maxwell, family are the people he has loved and lost and whose names he bears. For Tony Stark, family has always been blood and a name and Howard's shadow looming over him. Tony tried to make a family of choice with the Avengers, but that hasn't gone so great. When the Family Reunification Registry identifies a Duo Maxwell as his son, Tony tries to find him and offer him a family he didn't know he had. The first time Tony lays his eyes on his son in person, it's in a police interview room. Turns out, that's not the most complicated part. ""I don't care about whose DNA has recombined with whose. When everything goes to hell, the people who stand by you without flinching, they are your family."" ~ Jim Butcher Post GW: Endless Waltz/Post Civil War. This work can be read as the first of the series or as a standalone.","Mature Creator Chose Not To Use Archive Warnings M/M Gundam Wing Marvel Cinematic Universe Duo Maxwell/Heero Yuy Steve Rogers/Tony Stark Heero/OFC Duo Maxwell Tony Stark Steve Rogers Heero Yuy Shinigami - Character James ""Bucky"" Barnes Post-Captain America: Civil War (Movie) Civil War Fix-It Canon Divergence - Post-Captain America: Civil War (Movie) Real Family Not Gundam Wing: Frozen Teardrop Compliant Enhanced Gundam Pilots Preventers (Gundam Wing) Post-Traumatic Stress Disorder - PTSD Ambiguous Morality Morally Ambiguous Character Family Reunification Act Parent Tony Stark Slow Burn Found Family past Duo Maxwell/OMC Tony Stark Has A Heart Tony Stark Needs a Hug romance is not the focus Background Relationships"
The Stars Guide Me To You (Again and Again),Wesakechak,"機動戦士ガンダム 水星の魔女 | Mobile Suit Gundam: The Witch from Mercury (Anime), Gundam & Related Fandoms",https://archiveofourown.org/works/42960189,778,"Summary: Giving into pressure, Prospera Mercury decides to take her nine year old daughter Suletta on a vacation, away from Mercury and into her work. Merely for a week, merely so Suletta will stop bothering her about it. She should have expected Suletta to wander off on her own when her back was turned for a minute. In which Suletta becomes friends with Miorine, are pulled apart and thrust back together again in a most unexpected manner. And in which they try to handle their reunion despite the years apart, and their own contrary goals in life.","Teen And Up Audiences No Archive Warnings Apply Major Character Death F/F Gen 機動戦士ガンダム 水星の魔女 | Mobile Suit Gundam: The Witch from Mercury (Anime) Gundam & Related Fandoms Suletta Mercury/Miorine Rembran Suletta Mercury Miorine Rembran Prospera Mercury Nika Nanaura Chuatury ""Chuchu"" Panlunch Guel Jeturk Felsi Rollo Petra Itta Ojelo Gabel Nuno Kargan Elan Ceres Lilique Kadoka Lipati Delling Rembran Shaddiq Zenelli Vim Jeturk Sarius Zenelli Kamil Kaysink Notrette Rembran Yushura Mirzakhani Sabina Fardin Childhood Friends Alternate Universe Other Additional Tags to Be Added Will Cover Full Series Pining Mutual Pining Slow Burn Action/Adventure Corporate Espionage Alternate Universe - Canon Divergence Eventual Romance Angst Hurt/Comfort Fluff"
Turn the stone and look beneath it,slowHistorian,"Gundam Wing, Marvel Cinematic Universe",https://archiveofourown.org/works/17263481,774,"Summary: Their war was over, they won. For the measure of winning a war, anyway. The truce was what was supposed to matter. But in the end, the other side used public opinion and their own renewed authority to try to bring an end to the perceived threat of the Gundam Pilots. Except it went wrong. So very wrong. And now the pilots have to navigate this weird new world with its super heroes and aliens and magic while deciding if they even WANT go try to go back. Hint: They really, really don't. (Tags are subject to change, since I suck at tagging. There are too many to chose from and I hate walls of tags.)",Teen And Up Audiences No Archive Warnings Apply Gen Gundam Wing Marvel Cinematic Universe Tony Stark & Stephen Strange Pepper Potts/Tony Stark Tony Stark Duo Maxwell Heero Yuy Chang Wufei Trowa Barton Quatre Raberba Winner Stephen Strange T'Challa (Marvel) Shuri (Marvel) Vision (Marvel) Jane Foster (Marvel) Darcy Lewis James Rhodes Peter Parker Wong (Marvel) Crossover Tony Stark Has A Heart Tony Stark Needs a Hug Parent Tony Stark stuck in a new world New Avengers Not A Fix-It Not Avengers: Infinity War Part 1 (Movie) Compliant Civil War Team Iron Man Salty Team Iron Man Slow Romance Slow Burn romance is not the focus but it will be there eventually Domestic Fluff picking and using pieces of canon like i'm a crow outside a button factory
Lone Wolf and Pilot,Asuka Kureru (Askerian),"Gundam Wing, Iskryne Series - Elizabeth Bear & Sarah Monette, A Companion to Wolves",https://archiveofourown.org/works/339134,754,"Summary: Post-EW. Duo doesn't want to join the Preventers, thankyouverymuch. Preserving the peace is all well and good but he likes answering to no one but himself, and like hell he wants to buddy up to people he and Killer used to stand against, back during the war. Only the Preventers have a pack, and his brother-wolf doesn't, never has, deserves to, and maybe a junkyard dog isn't all a warrior wolf should be.",Teen And Up Audiences No Archive Warnings Apply M/M Gundam Wing Iskryne Series - Elizabeth Bear & Sarah Monette A Companion to Wolves Duo Maxwell/Heero Yuy Duo Maxwell Chang Wufei Heero Yuy Trowa Barton Hilde Schbeiker Lady Une Original Characters Psychic Bond Alternate Universe - Fusion bonded animal companions Psychic Wolves Pack Bonding Dubious Consent
I Reincarnated As A Minor Villainess and I Survived Past My Death Scene,Thai_Tea_Addict,Gundam Wing,https://archiveofourown.org/works/24470677,"3,474","Summary: After being killed in a traffic accident, Duo wakes up in a medieval fantasy novel - except he's woken up as one of the novel's minor villains who was supposed to have died in a main character's backstory. Intent on righting the wrongs of his novel counterpart, Duo sets out to change his fate and just maybe improve the relationship between himself and his estranged husband, Duke Heero Yuy. (Duo is isekai'd into the body of a novel's villainess character and runs with it.)",Teen And Up Audiences Creator Chose Not To Use Archive Warnings No Archive Warnings Apply Graphic Depictions Of Violence F/F F/M M/M Gundam Wing Duo Maxwell/Heero Yuy Trowa Barton/Quatre Raberba Winner Chang Wufei/Long Meilan Dorothy Catalonia/Relena Peacecraft Relena/Heero except only Duo ships it Duo Maxwell Heero Yuy Trowa Barton Quatre Raberba Winner Chang Wufei Hilde Schbeiker Long Meilan Alternate Universe - Fantasy Alternate Universe - Isekai specifically isekai shoujou more specifically isekai shoujou that follows someone falling into the role of the villainess the fantasy world spits in the eyes of gendered language Duo wishes it would spit in the eyes of gender roles Truck-kun strikes again POV First Person Unreliable Narrator Minor Character Death The Author didn't realize readers would get attached to the OCs Necromancy the previous tag does not mean you get those OCs back
Wolves and Lambs,Thai_Tea_Addict,"Gundam Wing, Harry Potter - J. K. Rowling",https://archiveofourown.org/works/13351587,"1,341","Summary: On the cusp of war, Remus Lupin discovers he has a son. Facing a prejudiced wizarding world unwilling to believe Voldemort has returned, Remus must now navigate his duties as both a member of the Order and as a father to one Duo Maxwell. Duo doesn't know a lot about families, but he knows war. HP Fifth Year, Post-GW main series",Mature Creator Chose Not To Use Archive Warnings Graphic Depictions Of Violence F/F F/M Gen M/M Multi Gundam Wing Harry Potter - J. K. Rowling Duo Maxwell/Heero Yuy Duo Maxwell/Harry Potter Trowa Barton/Quatre Raberba Winner Hermione Granger/Ron Weasley maybe Heero Yuy/Duo Maxwell/Harry Potter Duo Maxwell Remus Lupin Heero Yuy Trowa Barton Quatre Raberba Winner Chang Wufei Harry Potter Sirius Black Family Reconstruction Act Post-Traumatic Stress Disorder - PTSD Politics Wizarding Politics War Disturbing Themes Technomagic/Technomancy Gundam Newtypes are Space Wizards Family Feels
Upon a Fiery Steed,Vathara,"Stargate SG-1, Gundam Wing",https://archiveofourown.org/works/11249466,"1,169","Summary: Daniel. Duo. Two trouble magnets, one very unlucky System Lord... Gundam Wing AU crossover, originally posted on Fanfiction.net",Teen And Up Audiences Graphic Depictions Of Violence Stargate SG-1 Gundam Wing Daniel Jackson Duo Maxwell Jack O'Neill Heero Yuy Sam Carter Chang Wufei Teal'c (Stargate) Quatre Raberba Winner Janet Fraiser Trowa Barton George Hammond Cross-Posted on FanFiction.Net Crossover Alternate Universe - Fusion Alternate Universe - Science Fiction Lots of screaming Jaffa Genetically Engineered Beings Biowarfare Don't copy to another site
Because Kafka,arsenicarcher (Arsenic),"Marvel Cinematic Universe, Gundam Wing",https://archiveofourown.org/works/5164571,"1,154","Summary: Clint's a were-leopard. The world doesn't look kindly on shapeshifters, not even the ones that are just kids.","Mature Graphic Depictions Of Violence Gen Marvel Cinematic Universe Gundam Wing Clint Barton Trowa Barton Catherine Bloom James ""Bucky"" Barnes Natasha Romanova Tony Stark Pepper Potts Sam Wilson (Marvel) Steve Rogers Maria Hill James ""Rhodey"" Rhodes Wanda Maximoff Past Character Death Child Abuse Were-Creatures Human Experimentation Captivity Whipping Hurt/Comfort Alternate Universe"
Stand Without Flinching,AngelSelene,"Gundam Wing, Marvel Cinematic Universe",https://archiveofourown.org/works/22763293,946,"Summary: For Duo Maxwell, family are the people he has loved and lost and whose names he bears. For Tony Stark, family has always been blood and a name and Howard's shadow looming over him. Tony tried to make a family of choice with the Avengers, but that hasn't gone so great. When the Family Reunification Registry identifies a Duo Maxwell as his son, Tony tries to find him and offer him a family he didn't know he had. The first time Tony lays his eyes on his son in person, it's in a police interview room. Turns out, that's not the most complicated part. ""I don't care about whose DNA has recombined with whose. When everything goes to hell, the people who stand by you without flinching, they are your family."" ~ Jim Butcher Post GW: Endless Waltz/Post Civil War. This work can be read as the first of the series or as a standalone.","Mature Creator Chose Not To Use Archive Warnings M/M Gundam Wing Marvel Cinematic Universe Duo Maxwell/Heero Yuy Steve Rogers/Tony Stark Heero/OFC Duo Maxwell Tony Stark Steve Rogers Heero Yuy Shinigami - Character James ""Bucky"" Barnes Post-Captain America: Civil War (Movie) Civil War Fix-It Canon Divergence - Post-Captain America: Civil War (Movie) Real Family Not Gundam Wing: Frozen Teardrop Compliant Enhanced Gundam Pilots Preventers (Gundam Wing) Post-Traumatic Stress Disorder - PTSD Ambiguous Morality Morally Ambiguous Character Family Reunification Act Parent Tony Stark Slow Burn Found Family past Duo Maxwell/OMC Tony Stark Has A Heart Tony Stark Needs a Hug romance is not the focus Background Relationships"
Turn the stone and look beneath it,slowHistorian,"Gundam Wing, Marvel Cinematic Universe",https://archiveofourown.org/works/17263481,774,"Summary: Their war was over, they won. For the measure of winning a war, anyway. The truce was what was supposed to matter. But in the end, the other side used public opinion and their own renewed authority to try to bring an end to the perceived threat of the Gundam Pilots. Except it went wrong. So very wrong. And now the pilots have to navigate this weird new world with its super heroes and aliens and magic while deciding if they even WANT go try to go back. Hint: They really, really don't. (Tags are subject to change, since I suck at tagging. There are too many to chose from and I hate walls of tags.)",Teen And Up Audiences No Archive Warnings Apply Gen Gundam Wing Marvel Cinematic Universe Tony Stark & Stephen Strange Pepper Potts/Tony Stark Tony Stark Duo Maxwell Heero Yuy Chang Wufei Trowa Barton Quatre Raberba Winner Stephen Strange T'Challa (Marvel) Shuri (Marvel) Vision (Marvel) Jane Foster (Marvel) Darcy Lewis James Rhodes Peter Parker Wong (Marvel) Crossover Tony Stark Has A Heart Tony Stark Needs a Hug Parent Tony Stark stuck in a new world New Avengers Not A Fix-It Not Avengers: Infinity War Part 1 (Movie) Compliant Civil War Team Iron Man Salty Team Iron Man Slow Romance Slow Burn romance is not the focus but it will be there eventually Domestic Fluff picking and using pieces of canon like i'm a crow outside a button factory
Lone Wolf and Pilot,Asuka Kureru (Askerian),"Gundam Wing, Iskryne Series - Elizabeth Bear & Sarah Monette, A Companion to Wolves",https://archiveofourown.org/works/339134,754,"Summary: Post-EW. Duo doesn't want to join the Preventers, thankyouverymuch. Preserving the peace is all well and good but he likes answering to no one but himself, and like hell he wants to buddy up to people he and Killer used to stand against, back during the war. Only the Preventers have a pack, and his brother-wolf doesn't, never has, deserves to, and maybe a junkyard dog isn't all a warrior wolf should be.",Teen And Up Audiences No Archive Warnings Apply M/M Gundam Wing Iskryne Series - Elizabeth Bear & Sarah Monette A Companion to Wolves Duo Maxwell/Heero Yuy Duo Maxwell Chang Wufei Heero Yuy Trowa Barton Hilde Schbeiker Lady Une Original Characters Psychic Bond Alternate Universe - Fusion bonded animal companions Psychic Wolves Pack Bonding Dubious Consent
Freeport,Maldoror_Chant,Gundam Wing,https://archiveofourown.org/works/12654255,706,"Summary: Freeport colony: a notorious den of pirates, smugglers and thieves. Wufei persuades one of its denizens, his one-time ally Duo, to help him catch a killer hiding there. Agent Chang thinks he knows what to expect from this case, from Freeport and from Duo Maxwell. He couldn't be more wrong.",Explicit No Archive Warnings Apply M/M Gundam Wing Chang Wufei/Duo Maxwell Chang Wufei Duo Maxwell long ass fic ahoy socio-politics with violence and hot guys Blood and Violence no EW Slow Burn Case Fic
Trailblazer,3ndless,"Parahumans Series - Wildbow, Gundam 00, Gundam Wing, Gundam SEED, 機動戦士ガンダム 鉄血のオルフェンズ | Mobile Suit Gundam: Iron-Blooded Orphans, Universal Century Gundam",https://archiveofourown.org/works/30618467,641,Summary: The Capes. The Gangs. The Drugs. The cycle continues like an endless waltz. The world is broken. The world needs to change. Trailblazer was beta read by PlatinumSabr and TSFreedom! Additional assistance has been provided by the users of SpaceBattles.,General Audiences Creator Chose Not To Use Archive Warnings Gen Parahumans Series - Wildbow Gundam 00 Gundam Wing Gundam SEED 機動戦士ガンダム 鉄血のオルフェンズ | Mobile Suit Gundam: Iron-Blooded Orphans Universal Century Gundam Taylor Hebert | Skitter | Weaver Veda (Gundam 00) Dinah Alcott Colin Wallis | Armsmaster | Defiant Hannah | Hana | Miss Militia Lockon Stratos Dragon (Parahumans) Doctor J (Gundam Wing) Doktor S (Gundam Wing) Kyouju H | Instructor H Charlotte (Parahumans) Haro (Gundam 00) Roushi O | Master O Lafter Frankland Crossovers & Fandom Fusions Alternate Universe It's Really Damn Long Sorry Not Sorry
Foolish,kashiichan,Gundam Wing,https://archiveofourown.org/works/121280,628,"Summary: Duo's been in love with Heero for years, but knows it's never going to go anywhere. He's accepted that.",General Audiences No Archive Warnings Apply M/M Gundam Wing Duo Maxwell/Heero Yuy Duo Maxwell Heero Yuy Relena Peacecraft First Kiss Battle Injury Swearing
Legal Partners,Miggy,逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/1020833,"10,546","Summary: Miles Edgeworth isn't totally sure how he ended up in this bet to demonstrate the strength of his and Phoenix Wright's (entirely professional and platonic! really!) relationship, but he knows it's Klavier's fault.",Teen And Up Audiences Creator Chose Not To Use Archive Warnings 逆転裁判 | Gyakuten Saiban | Ace Attorney Mitsurugi Reiji/Naruhodou Ryuuichi | Miles Edgeworth/Phoenix Wright Garyuu Kyouya/Odoroki Housuke | Klavier Gavin/Apollo Justice Garyuu Kyouya/Houzuki Akane | Klavier Gavin/Ema Skye Mitsurugi Reiji | Miles Edgeworth Naruhodou Ryuuichi | Phoenix Wright Houzuki Akane | Ema Skye Garyuu Kyouya | Klavier Gavin Odoroki Housuke | Apollo Justice Naruhodou Minuki | Trucy Wright Karuma Mei | Franziska von Karma Fluff Comedy Dual Destinies Era Phoenix Wright Kink Meme Bets & Wagers Romance Klavier can't keep it in his pants so he gets multiple relationship tags
Hot for Justice,indirectkissesiniceland,逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/1089676,"9,926","Summary: After the events of State v. Misham, Klavier finds himself in a slump, stressed at the prosecutor's office and unable to pen new songs. To his surprise, he finds creative inspiration—and unexpected feelings—spending time with Apollo. Now if only he could release the new tracks without raising any suspicion as to whom his love songs are for.",Teen And Up Audiences No Archive Warnings Apply M/M 逆転裁判 | Gyakuten Saiban | Ace Attorney Garyuu Kyouya/Odoroki Housuke | Klavier Gavin/Apollo Justice Garyuu Kyouya | Klavier Gavin Odoroki Housuke | Apollo Justice Naruhodou Minuki | Trucy Wright Naruhodou Ryuuichi | Phoenix Wright Aoi Daichi | Clay Terran Slow Burn Friends to Lovers Mild Hurt/Comfort Pining smitten klavier Oblivious Apollo everyone can see it Music Songwriting Inspiration Food as a Metaphor for Love
Keep Your Promises,MaudMoon (Idle_Wanderings),逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/4252164,"9,840",Summary: Never bet on someone's love life. Especially if they're your boss.,Teen And Up Audiences No Archive Warnings Apply Gen M/M 逆転裁判 | Gyakuten Saiban | Ace Attorney Mitsurugi Reiji/Naruhodou Ryuuichi | Miles Edgeworth/Phoenix Wright Naruhodou Ryuuichi | Phoenix Wright Mitsurugi Reiji | Miles Edgeworth Odoroki Housuke | Apollo Justice Naruhodou Minuki | Trucy Wright Kidzuki Kokone | Athena Cykes Garyuu Kyouya | Klavier Gavin Post-Canon Humor Childhood Friends
Consequences,tastewithouttalent,逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/2784014,"8,591","Summary: ""'Just stay for a few days,' Phoenix pleads. 'You don’t even have to get a hotel or anything, I have a couch you can stay on.'"" Edgeworth stays on Phoenix's couch for a few days and there are some unintended consequences.",Explicit No Archive Warnings Apply M/M 逆転裁判 | Gyakuten Saiban | Ace Attorney Mitsurugi Reiji/Naruhodou Ryuuichi | Miles Edgeworth/Phoenix Wright Mitsurugi Reiji | Miles Edgeworth Naruhodou Ryuuichi | Phoenix Wright Domestic Domestic Fluff Developing Relationship Secret Crush Drunken Confessions Drunken Kissing Excessive Drinking Living Together Roommates Literal Sleeping Together Blow Jobs Light Angst Long-Distance Relationship Inline with canon Illnesses Childhood Friends
How to Court A Fool in Under Three Months,snowyrunes,逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/8570962,"7,668","Summary: After overhearing a conversation before one of Trucy's shows, Edgeworth finds out Phoenix has agreed to his daughter's request to start dating again once the year ends. This news shouldn't bother him, or concern him in any way. It does, and he can no longer deny why. But what can he do about it now? Franziska has had quite enough of this foolishness, and so has everyone else.",Teen And Up Audiences No Archive Warnings Apply M/M 逆転裁判 | Gyakuten Saiban | Ace Attorney Mitsurugi Reiji | Miles Edgeworth/Naruhodou Ryuuichi | Phoenix Wright Ayasato Mayoi | Maya Fey/Karuma Mei | Franziska von Karma Mitsurugi Reiji | Miles Edgeworth Karuma Mei | Franziska von Karma Naruhodou Ryuuichi | Phoenix Wright Ayasato Mayoi | Maya Fey Naruhodou Minuki | Trucy Wright Ayasato Harumi | Pearl Fey Yahari Masashi | Larry Butz Kidzuki Kokone | Athena Cykes Slow Burn The Maya/Fran is pretty background
"34 years old - 5'8"" - DL - no-BB",withpractice,逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/1137268,"7,438",Summary: Phoenix finds Edgeworth’s Grindr profile,Mature No Archive Warnings Apply M/M 逆転裁判 | Gyakuten Saiban | Ace Attorney Mitsurugi Reiji/Naruhodou Ryuuichi | Miles Edgeworth/Phoenix Wright Yahari Masashi | Larry Butz Mitsurugi Reiji | Miles Edgeworth Naruhodou Ryuuichi | Phoenix Wright Naruhodou Minuki | Trucy Wright PWKM Phoenix Wright Kink Meme Grindr Texting
Turnabout Coming Out,pantswarrior,Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/20518,"7,232",Summary: In which Maya finally explains to Pearl that she and Phoenix are never going to get married and live happily ever after. Phoenix agrees... until she gets to the 'why' part.,General Audiences No Archive Warnings Apply M/M Gyakuten Saiban | Ace Attorney Phoenix Wright/Miles Edgeworth Phoenix Wright (character) Miles Edgeworth Maya Fey Pearl Fey Humor Crack Video Game Mechanics
How to Make a Newsie's Day,tamerofdarkstars,逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/13387389,"7,178","Summary: ""A Lunch Date with Opposing Counsel Causes No “Objections”! screams the headline. The picture is of Phoenix and Edgeworth, sitting together at that little cafe near the courthouse that Phoenix likes to drag Edgeworth to when he sees his friend hasn’t been eating. They’re leaning in close and Phoenix is laughing at something Edgeworth had been saying. He must have been, because Edgeworth has that little smug quirk to the corner of his lips that he always gets whenever he makes Phoenix laugh so hard he has trouble breathing."" Now with some absolutely gorgeous art from tfwlawyers on tumblr!",General Audiences No Archive Warnings Apply M/M 逆転裁判 | Gyakuten Saiban | Ace Attorney Mitsurugi Reiji | Miles Edgeworth/Naruhodou Ryuuichi | Phoenix Wright Garyuu Kyouya | Klavier Gavin/Odoroki Housuke | Apollo Justice implied Naruhodou Ryuuichi | Phoenix Wright Mitsurugi Reiji | Miles Edgeworth Garyuu Kyouya | Klavier Gavin Odoroki Housuke | Apollo Justice Love Confessions Fluff short sweet to the point and one hundred percent tropey goodness this is nothing groundbreaking people Newspapers
You Can't Kill a Phoenix,desidelite,逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/4747496,"6,277","Summary: Over pizza, the Ace Attorney gang come to the conclusion that Phoenix is literally impossible to kill.",General Audiences No Archive Warnings Apply F/F F/M M/M 逆転裁判 | Gyakuten Saiban | Ace Attorney Mitsurugi Reiji/Naruhodou Ryuuichi | Miles Edgeworth/Phoenix Wright Ayasato Harumi/Naruhodou Minuki | Pearl Fey/Trucy Wright Garyuu Kyouya/Odoroki Housuke | Klavier Gavin/Apollo Justice Kidzuki Kokone/Yuugami Jin | Simon Blackquill/Athena Cykes Naruhodou Ryuuichi | Phoenix Wright Mitsurugi Reiji | Miles Edgeworth Naruhodou Minuki | Trucy Wright Odoroki Housuke | Apollo Justice Garyuu Kyouya | Klavier Gavin Ayasato Harumi | Pearl Fey Kidzuki Kokone | Athena Cykes how is phoenix still alive lawyer pizza party seriously though how is he alive
The Wedding Planner,famousinthatanonymousway,逆転裁判 | Gyakuten Saiban | Ace Attorney,https://archiveofourown.org/works/5434238,"6,223","Summary: Weddings are meant to be for the sake of romance. And for hopeless romantic Miles Edgeworth, they are the closest he's able to really get. That is, until a young baker seems to invade every corner of his life and his little black wedding planner's book.",Teen And Up Audiences Creator Chose Not To Use Archive Warnings F/F F/M M/M 逆転裁判 | Gyakuten Saiban | Ace Attorney Mitsurugi Reiji/Naruhodou Ryuuichi | Miles Edgeworth/Phoenix Wright Ayasato Mayoi/Karuma Mei | Maya Fey/Franziska von Karma Naruhodou Minuki | Trucy Wright Ayasato Harumi | Pearl Fey Ayasato Mayoi | Maya Fey Mitsurugi Reiji | Miles Edgeworth Naruhodou Ryuuichi | Phoenix Wright Karuma Mei | Franziska von Karma Miyanagi Chinami | Dahlia Hawthorne Ayame | Iris (Gyakuten Saiban) Odoroki Housuke | Apollo Justice Garyuu Kyouya | Klavier Gavin Ichijou Mikumo | Kay Faraday Houzuki Akane | Ema Skye Wedding Planner AU Not the Movie wedding planner Planner Edgeworth Baker Phoenix Weddings Mutual Pining Comedy Romantic Comedy Humor Romantic Fluff Meet-Cute Is it really meet cute? Meet Unorthodox
In Another Life,LittleLuxray,Haikyuu!!,https://archiveofourown.org/works/5096105,"78,107","Summary: Sleeping didn't come as easy as it used to. Bokuto knew this, and now Akaashi did, too. The hospital AU that no body asked for, but that I took upon myself to write.",Teen And Up Audiences Major Character Death M/M Haikyuu!! Akaashi Keiji/Bokuto Koutarou Akaashi Keiji Bokuto Koutarou Kozume Kenma Kuroo Tetsurou Angst Fluff and Angst Alternate Universe - Hospital Bokuaka - Freeform I'm sorry I wrote this I'm Sorry Hurt/Comfort Emotional Hurt/Comfort Haikyuu - Freeform Hospitals i am weak cloud atlas references littleluxray
In Transit,Mysecretfanmoments,Haikyuu!!,https://archiveofourown.org/works/3346724,"39,365",Summary: Hinata finds that he likes standing close to Kageyama on buses and trains. It doesn't mean anything--probably. Maybe.,Teen And Up Audiences No Archive Warnings Apply M/M Haikyuu!! Hinata Shouyou/Kageyama Tobio Kageyama Tobio Hinata Shouyou Karasuno Volleyball Club kagehina as second years Getting Together Public Transportation
"to be first, to be best",kittebasu,Haikyuu!!,https://archiveofourown.org/works/2547755,"29,898","Summary: Hajime is apparently something of a masochist, and as he stares down at the tie-dyed AREA51 T-shirt in his hands, he thinks “I’m totally in love with this asshole, aren't I?”",Teen And Up Audiences No Archive Warnings Apply M/M Haikyuu!! Iwaizumi Hajime/Oikawa Tooru Sawamura Daichi/Sugawara Koushi UST Oikawa is the worst Future Fic on a scale of one to garbage oikawa is non-recyclable trash
Conquering the Great King,SuggestiveScribe,Haikyuu!!,https://archiveofourown.org/works/3301085,"29,221","Summary: Iwaizumi blinked his gaze over to Oikawa, ""Last time was supposed to be a one time thing,"" he said, voice low, lacking some conviction. Oikawa's lips twitched into a smirk and he brought them hovering just over Iwaizumi's, ""One time thing, Two time thing, what's it matter as long as it's not a Relationship thing?""",Explicit No Archive Warnings Apply M/M Haikyuu!! Iwaizumi Hajime/Oikawa Tooru Sawamura Daichi/Sugawara Koushi Kozume Kenma/Kuroo Tetsurou Azumane Asahi/Nishinoya Yuu Iwaizumi Hajime Oikawa Tooru Kageyama Tobio Sawamura Daichi Sugawara Koushi Kuroo Tetsurou Kozume Kenma Kindaichi Yuutarou Azumane Asahi Nishinoya Yuu Kunimi Akira Irihata Nobuteru Alternate Universe Alcohol Smoking Rimming Orgasm Delay/Denial Anal Fingering Riding Semi-Public Sex Masturbation Pining Fluff and Angst Friendship Exes Porn With Plot Public Display of Affection Hand & Finger Kink Scent Kink Blow Jobs Mild Face-Fucking Sexting Nudes Phone Sex Dirty Talk Light Bondage Voyeurism Begging Power Bottom 69 (Sex Position) Improper Use of Outerwear
I like the way your clothes smell,Mysecretfanmoments,Haikyuu!!,https://archiveofourown.org/works/2035458,"26,236","Summary: Power outages, ghost stories, and the presence of a certain orange-haired boy lead to bad decision-making on Tobio's part. He'd planned to keep his crush a secret; the universe has other plans.",Mature Underage M/M Haikyuu!! Hinata Shouyou/Kageyama Tobio Karasuno Volleyball Club Caught in the Rain Ghost Stories Fluff Masturbation Scary Movies Sharing a Bed Teenage Awkwardness Firsts Implied/Referenced Homophobia Getting Together
A Liar's Truth,internetpistol (orphan_account),Haikyuu!!,https://archiveofourown.org/works/27074200,"25,362","Summary: In which Sakusa Kiyoomi is raised to believe that gay people go to hell but then takes one look at Miya Atsumu and thinks, then why the hell did God make them so fucking hot?",Explicit Underage M/M Haikyuu!! Miya Atsumu/Sakusa Kiyoomi Miya Atsumu & Miya Osamu Komori Motoya & Sakusa Kiyoomi Sakusa Kiyoomi Miya Atsumu Miya Osamu Komori Motoya Suna Rintarou Yachi Hitoka MSBY Black Jackals Alternate Universe - Canon Divergence Coming Out Coming of Age Homophobia Underage Sex Sexual Tension Smut Angst with a Happy Ending Fluff and Crack Bastards To Lovers Miya Twins Dynamic Atsumu Cries Over Sakusa Too Much Rimming
Five Plus One.,Xachyn,Haikyuu!!,https://archiveofourown.org/works/1434745,"24,411",Summary: Five times other people thought they were dating and one time Kageyama wondered if they were.,General Audiences No Archive Warnings Apply M/M Haikyuu!! Hinata Shouyou/Kageyama Tobio Kageyama Tobio Hinata Shouyou Tsukishima Kei Sugawara Koushi Sawamura Daichi Oikawa Tooru Nishinoya Yuu Tanaka Ryuunosuke dumb and dumber and super dumb love
