Title,Author,Fandom,Url,Kudos,Summary,Content
"Two Sides, Same Coin",Yellow_Canna,"僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, 文豪ストレイドッグス | Bungou Stray Dogs",https://archiveofourown.org/works/20927198,"11,428","Summary: Since the beginning of Quirks, Yokohama has announced independence from Japan and closed itself from the rest of the world. To this day and age, no one knows what lies within the city of Yokohama—or that was what the public was made to believe. In reality, Yokohama has long fallen into the control of the world's largest criminal organization known as the Port Mafia. Follow Class 1-A as their principal organized a field trip to Yokohama! In their short trip there, they must change their perspectives and learn exactly what it means to be justice and what it means to be villains.   NOTE ON APRIL 2024: STORY ON TEMPORARY HIATUS AND IS LOOKING TO RETURN SOMETIME THIS YEAR SO PLEASE WAIT A BIT LONGER!  [русский, Bahasa Indonesia, Española, Tiếng Việt translations in beginning notes of the story!]",General Audiences Creator Chose Not To Use Archive Warnings Gen M/M 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia 文豪ストレイドッグス | Bungou Stray Dogs Dazai Osamu/Nakahara Chuuya (Bungou Stray Dogs) Akutagawa Ryuunosuke/Nakajima Atsushi (Bungou Stray Dogs) Class 1-A (My Hero Academia) Yagi Toshinori | All Might Aizawa Shouta | Eraserhead Midoriya Izuku Dazai Osamu (Bungou Stray Dogs) Nakahara Chuuya (Bungou Stray Dogs) Nakajima Atsushi (Bungou Stray Dogs) Akutagawa Ryuunosuke (Bungou Stray Dogs) Port Mafia (Bungou Stray Dogs) Ensemble Mori Ougai (Bungou Stray Dogs) Ayatsuji Yukito (Bungou Stray Dogs) Sakaguchi Ango (Bungou Stray Dogs) Tsujimura Mizuki (Bungou Stray Dogs) Armed Detective Agency (Bungou Stray Dogs) Ensemble League of Villains (My Hero Academia) Shigaraki Tomura | Shimura Tenko Nedzu (My Hero Academia) Armed Detective Agency Ensemble (Bungou Stray Dogs) Mafia Boss Dazai Osamu (Bungou Stray Dogs) Alternate Universe - Dazai Osamu Remains with the Port Mafia (Bungou Stray Dogs) Mafia Nakajima Atsushi (Bungou Stray Dogs) Alternate Universe - Fusion Class 1-A Shenanigans (My Hero Academia) Murder Mystery Soukoku Established Relationship Alternate Universe - Canon Divergence Перевод на русский | Translation in Russian Translation in Indonesian Español | Spanish Character Development Moral Lessons Tiếng Việt | Vietnamese
Powdered Sugar,purplezipper,文豪ストレイドッグス | Bungou Stray Dogs,https://archiveofourown.org/works/38835999,"11,359","Summary: Poe and Ranpo try something new, sweet, and extremely sticky in the bedroom.",Explicit No Archive Warnings Apply M/M 文豪ストレイドッグス | Bungou Stray Dogs Edogawa Ranpo/Edgar Allan Poe (Bungou Stray Dogs) Edogawa Ranpo (Bungou Stray Dogs) Edgar Allan Poe (Bungou Stray Dogs) Food Kink Blow Jobs Soft Edogawa Ranpo (Bungou Stray Dogs) Soft Edgar Allan Poe (Bungou Stray Dogs) Established Relationship Domestic Boyfriends Size Kink light stuffing if you squint Oral Sex Poe is WHIPPED
days like television,lovereact,Chainsaw Man (Manga),https://archiveofourown.org/works/29232561,"7,182",Summary: Occasionally growing a chainsaw for a head has made him realize he can adapt to pretty much anything.,Teen And Up Audiences No Archive Warnings Apply Gen Chainsaw Man (Manga) Denji & Hayakawa Aki & Power Denji & Hayakawa Aki Denji & Power (Chainsaw Man) Angel Devil/Hayakawa Aki Denji (Chainsaw Man) Power (Chainsaw Man) Hayakawa Aki Angel Devil (Chainsaw Man) Families of Choice Implied Slash Fluff and Angst Domestic Manga Spoilers pre-chapter 73
The Mercy of a Devil,psychodaog,"Chainsaw Man (Manga), Chainsaw Man (Anime)",https://archiveofourown.org/works/41735136,"6,136","Summary: Yoshida was the picture perfect boyfriend. If there was one thing that broke his perfect image, it had to be his overwhelming possessiveness.",Explicit Creator Chose Not To Use Archive Warnings M/M Chainsaw Man (Manga) Chainsaw Man (Anime) Denji/Yoshida Hirofumi Denji (Chainsaw Man) Yoshida Hirofumi Fluff Established Relationship Possessive Behavior
"and the snow where you lay, left a bed in your shape",soledades,Chainsaw Man (Manga),https://archiveofourown.org/works/30518082,"4,427","Summary: Through delicate persuasion, Aki's able to coax Angel into bed with him. or aki doesn't hate devils as much as he says he does; angel doesn't hate aki hayakawa at all.",Teen And Up Audiences Creator Chose Not To Use Archive Warnings M/M Chainsaw Man (Manga) Angel Devil/Hayakawa Aki Angel Devil & Hayakawa Aki Hayakawa Aki Angel Devil (Chainsaw Man) Makima (Chainsaw Man) Alternate Universe - Canon Divergence Non-Linear Narrative ie: Ambiguous Narrative Aki Hayakawa POV Pining Sharing a Bed Literal Sleeping Together Smoking Some Uncharacteristic Emotional Vulnerability Gentleness Religious Imagery & Symbolism the existence of angel devil makes the last tag a bit unavoidable imo Hayakawa Aki is Bad at Feelings spoiler alert: so is angel visceral descriptions Перевод на русский | Translation in Russian
If There's Forever,keroroppi,"Chainsaw Man (Manga), Chainsaw Man (Anime)",https://archiveofourown.org/works/43273276,"4,144","Summary: Aki glances at the befuddled Denji cocking his head to the side, golden locks falling over his eyepatch. ""Go get your stuff. You're coming with me."" The blonde frowns, glancing down at Pochita with the most confused expression Aki has ever seen in a human being; his face basically a question mark. He looks back at Aki, motionless, probably wondering if he's heard this madman right. Alternatively: Aki finds a struggling young man with an eyepatch, who seems to be friends with the little devil Pochita. He takes them both in.",Mature No Archive Warnings Apply M/M Chainsaw Man (Manga) Chainsaw Man (Anime) Denji/Hayakawa Aki Pochita (Chainsaw Man) Canon Divergence Pochita lives Aki's kinda soft infinite levels of fluff wholesome and heartwarming content Some comedy some hurt lots of comfort Slow Burn Falling In Love Sexual Tension First Kiss/First Time Denji and Pochita being pampered into oblivion touch-starved eyepatch-wearing Denji No Spoilers Jealousy Idiots in Love Service Top Aki no one dies
Stray Dog,LadyofBoneandIvory,"Chainsaw Man (Manga), Chainsaw Man (Anime)",https://archiveofourown.org/works/41513529,"3,781","Summary: Every night, waitress Asa Mitaka gives her leftover food scraps to a local feral teenager named Denji. Denji doesn’t know what to make of her attention. Asa’s true intentions? To give him a bath, of course. An alternate universe that occurs before the events of Chapter 1/Episode 1.",Mature Creator Chose Not To Use Archive Warnings F/M Chainsaw Man (Manga) Chainsaw Man (Anime) Denji/Mitaka Asa Denji (Chainsaw Man) Mitaka Asa Pochita (Chainsaw Man) Waiters & Waitresses Pre-Canon Bathing/Washing Angst and Hurt/Comfort Idiots in Love Eventual Happy Ending Touch-Starved Implied/Referenced Child Abuse Homelessness First Kiss Heavy Petting First Time falling in love while hiding from the authorities Denji Has a Praise Kink Protective Mitaka Asa Alternate Universe - Different First Meeting Non-Sexual Intimacy Canon-Typical Violence Poverty Denji Needs a Hug (Chainsaw Man)
Be Careful What You Ask Your God,Vexfulfolly,"Chainsaw Man (Manga), 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Chainsaw Man (Anime)",https://archiveofourown.org/works/38683548,"3,573","Summary: But Aki… And that is the thought. But Aki has always been different. But his future, when she touched the weft of fate, was delicate, as if one wrong move would have threads unraveling beneath her palms. A nudge, even a breath, might push him off course and send him wildly careening into a different direction. She could look and see what happens afterwards, or she could make the choice herself. A bead of sweat kisses Aki’s chin before splashing on the floor. The poor boy hasn’t so much as blinked. Future howls with laughter like she has never done before, joy and elation and every human emotion bubbling up between her roots. “You’re right!” she cries. “The Future is best, and you ought to see it!”",Teen And Up Audiences No Archive Warnings Apply Gen Chainsaw Man (Manga) 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia Chainsaw Man (Anime) Denji & Hayakawa Aki & Power Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic Nyako | Meowy & Power (Chainsaw Man) Denji & Hayakawa Aki Hayakawa Aki & Takami Keigo | Hawks Hayakawa Aki & Himeno Hayakawa Aki Denji (Chainsaw Man) Power (Chainsaw Man) the future devil Aizawa Shouta | Eraserhead Yamada Hizashi | Present Mic Akaguro Chizome | Stain Nyako | Meowy (Chainsaw Man) Midoriya Izuku Gran Torino (My Hero Academia) Todoroki Shouto Todoroki Enji | Endeavor Iida Tenya Takami Keigo | Hawks Ghost Devil (Chainsaw Man) Hero Public Safety Commission (My Hero Academia) Crossover Angst yall are not ready for this Not Canon Compliant Alternate Universe - Canon Divergence Canon-Typical Violence blood!!! guts!!! murder!! chainsaw!!! Intimate knowledge of chainsaw man not required but will be spoiled up to 86 yall it's getting realer Older Sibling Hayakawa Aki Hayakawa Aki's Found Family (Chainsaw Man) Homelessness aka denji's stomping ground Age Regression/De-Aging not in a sex way but a devil magic way Self-Indulgent Tired Aizawa Shouta | Eraserhead I promise there will be more power i promise but it's sweet bro time rn Hurt Hayakawa Aki only a bit :) Hayakawa Aki Lives Hero Killer Stain Arc (My Hero Academia) a little murder is ok sometimes (iida approved) Devil Contracts the HPSC is not ready for these terrors Hero Public Safety Commission - Freeform for crying out loud how has no one done this yet Parental Aizawa Shouta | Eraserhead Aizawa Shouta | Eraserhead is So Done Character Study
People Pleaser,psychodaog,"Chainsaw Man (Manga), Chainsaw Man (Anime)",https://archiveofourown.org/works/41419902,"3,499","Summary: And Denji was just so eager for affection, for love, that he was willing to do anything. Yoshida is happy to provide.",General Audiences Creator Chose Not To Use Archive Warnings M/M Chainsaw Man (Manga) Chainsaw Man (Anime) Denji/Yoshida Hirofumi Denji (Chainsaw Man) Yoshida Hirofumi Pre-Relationship Domestic Fluff
Drive Me to Insanity,QueerIsle,"Chainsaw Man (Manga), Chainsaw Man (Anime)",https://archiveofourown.org/works/42446271,"3,209","Summary: “H-Hey, don’t—” Denji struggles to tug his knee out of Yoshida’s rapidly tightening grasp. “Let me fucking go, asshole! It’s— Stop looking!” “This why you ran out of the gym so fast?” “Wha–? No!” “Who? Mitaka? Yuko?” Yoshida’s hand slides off Denji’s knee, creeping further up his thigh. “Me?” Denji swallows around sand before asking, “W-What’re you going on abou—” Yoshida tightens his grip on Denji’s thigh, and it shakes Denji up so much he jerks in place, heart hammering against his ribcage. “Did I do this to you, Denji?” he whispers, even closer now.",Explicit Underage M/M Chainsaw Man (Manga) Chainsaw Man (Anime) Denji/Yoshida Hirofumi Denji (Chainsaw Man) Yoshida Hirofumi Canon Compliant Public Sex Exhibitionism Dirty Talk Kink Discovery denji's a lil shit yoshida's amused
Just a Contract,keroroppi,"Chainsaw Man (Manga), Chainsaw Man (Anime)",https://archiveofourown.org/works/44049517,"3,116","Summary: ""Are you trying to buy me?"" Denji interrupts, eyebrows drawn together. ""Depends. Would that work?"" Yoshida leans forward, elbows on the table, hands crossed beneath his chin, his middle finger between his lips. His tongue rolls out to lap at the digit, collecting some whipped cream. ""How much for you to go out with me, Denji? To forget about revealing your identity and to let me do my job without getting a migraine every time you set foot outside?"" Alternatively: Yoshida bribes Denji into being his boyfriend, and every single aspect of his life goes deeply downhill from there.",Mature No Archive Warnings Apply M/M Chainsaw Man (Manga) Chainsaw Man (Anime) Denji/Yoshida Hirofumi Nayuta Falling In Love slowburn First Time much fluff very corny Hurt/Comfort Angst with a Happy Ending TOP!Yoshida homoerotic hostility Sexual Tension a teensy bit of comedy Lots of Wholesome Moments Lots of kissing jealous/possessive Yoshida Yoshida's soft when he isn't a menace Denji has half a working brain cell quite a bit of smut But Mostly Plot Denji struggles with his sexuality Emotional Constipation Beta read!! CH16 is a bonus drabble!
touch my heart,PrettyKittyLuvsU,"Chainsaw Man (Manga), Chainsaw Man (Anime)",https://archiveofourown.org/works/42963765,"3,055","Summary: “I want a hug.” Aki whirls around swiftly, his head almost snapping off his neck. “…what?” With that usual impassive look on his face, Angel holds his arms out. “Hug.” He repeats. Aki makes a contract with the Angel Devil.",Teen And Up Audiences No Archive Warnings Apply M/M Chainsaw Man (Manga) Chainsaw Man (Anime) Angel Devil/Hayakawa Aki Angel Devil (Chainsaw Man) Hayakawa Aki Tooth-Rotting Fluff Touch-Starved They're In Love Your Honor A Pinch of Angst Chainsaw Man Manga Spoilers
brilliant lights will cease to burn (by my hand i'll reignite them),novalotypo,"僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Cardcaptor Sakura",https://archiveofourown.org/works/12252606,"6,824","Summary: Midoriya Izuku is quirkless. This, he knows very well. This is also what he knows: Weekends and vacations are reserved for walking neighborhood dogs. The elderly are the most powerful people on Earth. Local gods are picky eaters. Trust is a feeble, feeble thing. Magic cards are incredibly difficult to seal, especially when the world thinks you're a vigilante. Heroes are not magicians, but magicians can be heroes. Becoming a cardcaptor wasn't on Izuku's bucket list, but he'll be damned if he doesn't make the best out of it.",Teen And Up Audiences No Archive Warnings Apply Gen 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia Cardcaptor Sakura Midoriya Izuku & Everyone Midoriya Izuku Keroberos | Cerberus Hatsume Mei Shinsou Hitoshi Alternate Universe - Canon Divergence magical girl! au in which izuku becomes a cardcaptor and (accidentally) raises hell Accidental Vigilantism and then it becomes not-so-accidental vigilantism Canon-Typical Violence An Unlikely Group of Friends
Morgue Files,rageprufrock,"Iron Man (Movies), Suits (TV), Supernatural, Tsubasa: Reservoir Chronicle, NCIS, Merlin (TV), Naruto, Inception (2010), Macdonald Hall - Gordon Korman, Hikaru no Go, Ouran High School Host Club - All Media Types, Star Trek: Alternate Original Series (Movies), Sherlock (TV), The Hobbit (Jackson Movies), 琅琊榜 | Nirvana in Fire (TV), Batman - All Media Types, The Avengers (Marvel Movies), The X-Files, The Twinkie Squad - Gordon Korman, Haikyuu!!",https://archiveofourown.org/works/602170,"3,086","Summary: So occasionally I clean out my files and find bits and pieces that are completely entertaining on their own, but don't really belong anywhere, and are unlikely to be extended into full stories or finished. Henceforth, I am putting them here, as chaptered pieces.",Not Rated Creator Chose Not To Use Archive Warnings Multi Iron Man (Movies) Suits (TV) Supernatural Tsubasa: Reservoir Chronicle NCIS Merlin (TV) Naruto Inception (2010) Macdonald Hall - Gordon Korman Hikaru no Go Ouran High School Host Club - All Media Types Star Trek: Alternate Original Series (Movies) Sherlock (TV) The Hobbit (Jackson Movies) 琅琊榜 | Nirvana in Fire (TV) Batman - All Media Types The Avengers (Marvel Movies) The X-Files The Twinkie Squad - Gordon Korman Haikyuu!!
