ID,Title,Author,Fandom,Url,Kudos,Average_Sentiment
1352,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars Original Trilogy,https://archiveofourown.org/works/10129274,"16,237",0.7003
1353,"Of Queens, Knights, and Pawns",chancecraz,Star Wars Original Trilogy,https://archiveofourown.org/works/8543680,"9,860",-0.7717
1354,Reprise I,Elfpen,Star Wars Original Trilogy,https://archiveofourown.org/works/5201648,"8,794",-0.6705
1355,Luminous,HopeofDawn,Star Wars Original Trilogy,https://archiveofourown.org/works/14893214,"8,750",0.4827
1356,wonderterror,peradi,Star Wars Original Trilogy,https://archiveofourown.org/works/10560054,"8,358",0.0
1357,Tuning up your TIE-Fighter to prove you're better than the bastard currently running the TIE-Fighter Program for fun and profit,loosingletters,Star Wars Original Trilogy,https://archiveofourown.org/works/24199474,"7,751",0.7684
1358,Apology Accepted,Fialleril,Star Wars Original Trilogy,https://archiveofourown.org/works/6402778,"7,156",0.0
1359,"PRojects IN Controlled Environments, version Sith",Beth Winter (BethWinter),Star Wars Original Trilogy,https://archiveofourown.org/works/5985655,"7,134",0.8126
1360,Duty Bound,acuteneurosis,Star Wars Original Trilogy,https://archiveofourown.org/works/31764097,"7,094",-0.7601
1361,The Tinies,SilverDaye,Star Wars Original Trilogy,https://archiveofourown.org/works/33085891,"6,912",0.3818
1362,Magic Blankets,Lady_Lombax,Star Wars Prequel Trilogy,https://archiveofourown.org/works/15644802,"19,343",0.2263
1363,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars Prequel Trilogy,https://archiveofourown.org/works/10129274,"16,237",0.7003
1364,there but for the grace of god,wanderlove,Star Wars Prequel Trilogy,https://archiveofourown.org/works/27187270,"13,110",0.8067
1365,The Way of Conquest,pagination,Star Wars Prequel Trilogy,https://archiveofourown.org/works/38850561,"12,041",0.4404
1366,Master Mine,skyl_tales,Star Wars Prequel Trilogy,https://archiveofourown.org/works/22209502,"11,454",-0.899
1367,The Legend Of Liob,Killbothtwins,Star Wars Prequel Trilogy,https://archiveofourown.org/works/38656698,"10,998",0.5563
1368,wicked thing,imaginarykat,Star Wars Prequel Trilogy,https://archiveofourown.org/works/6261721,"10,877",-0.7096
1369,Hourglass,BeanieBaby,Star Wars Prequel Trilogy,https://archiveofourown.org/works/13281066,"10,651",-0.1027
1370,walk by faith/tell no one what you've seen,Killbothtwins,Star Wars Prequel Trilogy,https://archiveofourown.org/works/31805044,"10,420",-0.3173
1371,Magic Blankets,Lady_Lombax,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/15644802,"19,343",0.2263
1372,Old Man Luke,scarletjedi,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/8825689,"17,979",0.926
1373,Supreme Chancellor Obi-Wan Kenobi,stonefreeak,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/17636003,"16,841",0.2633
1374,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/10129274,"16,237",0.7003
1375,Love heals all wounds (so they say),K_R_Closson,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/33492454,"15,363",0.4588
1376,there but for the grace of god,wanderlove,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/27187270,"13,110",0.8067
1377,The Way of Conquest,pagination,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/38850561,"12,041",0.4404
1378,The Legend Of Liob,Killbothtwins,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/38656698,"10,998",0.5563
1379,wicked thing,imaginarykat,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/6261721,"10,877",-0.7096
1380,Hourglass,BeanieBaby,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/13281066,"10,651",-0.1027
1381,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/10129274,"16,237",0.7003
1382,"Of Queens, Knights, and Pawns",chancecraz,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/8543680,"9,860",-0.7717
1383,Reprise I,Elfpen,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/5201648,"8,794",-0.6705
1384,Luminous,HopeofDawn,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/14893214,"8,750",0.4827
1385,wonderterror,peradi,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/10560054,"8,358",0.0
1386,Tuning up your TIE-Fighter to prove you're better than the bastard currently running the TIE-Fighter Program for fun and profit,loosingletters,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/24199474,"7,751",0.7684
1387,Apology Accepted,Fialleril,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/6402778,"7,156",0.0
1388,"PRojects IN Controlled Environments, version Sith",Beth Winter (BethWinter),Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/5985655,"7,134",0.8126
1389,Duty Bound,acuteneurosis,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/31764097,"7,094",-0.7601
1390,The Tinies,SilverDaye,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/33085891,"6,912",0.3818
1391,"Anakin Skywalker is coming for you, Sidious",avaya29,Star Wars: Rebels,https://archiveofourown.org/works/24322303,"4,716",-0.128
1392,The Tyranny of Kinship,ibex_ascendant,Star Wars: Rebels,https://archiveofourown.org/works/10903092,"4,703",0.1779
1393,Aay'han,Triscribe,Star Wars: Rebels,https://archiveofourown.org/works/30485088,"3,900",-0.6369
1394,There is another Skywalker,WabiSabi,Star Wars: Rebels,https://archiveofourown.org/works/30374124,"3,766",-0.3506
1395,Birds Fly in Different Directions,Triscribe,Star Wars: Rebels,https://archiveofourown.org/works/39605895,"3,639",-0.9201
1396,What Do You Mean Time Travel?!,Black_Victor_Cachat,Star Wars: Rebels,https://archiveofourown.org/works/31737532,"3,579",0.8591
1397,Only You,queerocracy,Star Wars: Rebels,https://archiveofourown.org/works/23235199,"3,326",0.7269
1398,1: Korriban and how to accidentally become a sith,sonnyrain,Star Wars: Rebels,https://archiveofourown.org/works/41850201,"3,287",0.1531
1399,The Other End of Destiny,Dghom4him,Star Wars: Rebels,https://archiveofourown.org/works/43638720,"3,263",-0.9119
1400,time to change the road you're on,wreckageofstars,Star Wars: Rebels,https://archiveofourown.org/works/9552773,"3,072",-0.5186
1401,Revelations,9shadowcat9,Steven Universe (Cartoon),https://archiveofourown.org/works/14605911,"5,936",-0.7783
1402,Little Rebellions,CompletelyDifferent,Steven Universe (Cartoon),https://archiveofourown.org/works/5951614,"5,101",0.3877
1403,Summer Job,RaytheFae,Steven Universe (Cartoon),https://archiveofourown.org/works/23519590,"4,336",0.0
1404,"Like A Word, A Sound, A Song",aenor_llelo,Steven Universe (Cartoon),https://archiveofourown.org/works/22296967,"4,265",0.0
1405,If I Were (Same but Different),hueue,Steven Universe (Cartoon),https://archiveofourown.org/works/21929269,"3,950",0.7246
1406,12 O'Clock at Your Local King Soopers,InsominiacArrest,Steven Universe (Cartoon),https://archiveofourown.org/works/4917970,"3,521",0.4877
1407,Long Term,Phantomrose96,Steven Universe (Cartoon),https://archiveofourown.org/works/4402112,"3,474",0.3818
1408,just a little time in gravity falls,universetrash,Steven Universe (Cartoon),https://archiveofourown.org/works/23874574,"3,268",-0.7607
1409,Hollowed Moon,Novantinuum,Steven Universe (Cartoon),https://archiveofourown.org/works/20597321,"3,017",-0.8979
1410,Universetale,PitViperOfDoom,Steven Universe (Cartoon),https://archiveofourown.org/works/5536136,"2,942",0.34
1411,"Odd One, or, Wally's Mysterious Boyfriend",TheWitchBoy,Teen Titans - All Media Types,https://archiveofourown.org/works/29238171,"12,272",-0.4378
1412,Compression,Calamityjim,Teen Titans - All Media Types,https://archiveofourown.org/works/21738820,"10,243",-0.5499
1413,Kinky Art Dump - Jason Todd in Various Situations,sarriathmg,Teen Titans - All Media Types,https://archiveofourown.org/works/23011162,"7,629",0.9423
1414,"Life, Death, and In Between",SaturdayNightFrights,Teen Titans - All Media Types,https://archiveofourown.org/works/48517732,"6,637",-0.9451
1415,Hey There Demons,hitthedeck,Teen Titans - All Media Types,https://archiveofourown.org/works/34855054,"5,991",-0.8207
1416,Checkmate,Aelig,Teen Titans - All Media Types,https://archiveofourown.org/works/29948322,"5,676",0.879
1417,swimming is to drowning as flying is to,TransSilver,Teen Titans - All Media Types,https://archiveofourown.org/works/33082348,"5,516",-0.9407
1418,Is This Real Life?,shanahane,Teen Titans - All Media Types,https://archiveofourown.org/works/28616637,"5,351",0.5267
1419,Your Emergency,shanahane,Teen Titans - All Media Types,https://archiveofourown.org/works/29978070,"5,221",-0.7311
1420,All For One,shanahane,Teen Titans - All Media Types,https://archiveofourown.org/works/28692702,"5,096",-0.3612
1421,A Tale of Spirits,unorthodoxx,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/41884155,"10,871",0.6313
1422,odd man out,cosmoscrow,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/41907489,"7,371",0.5499
1423,The Eldest Brother,dEBB987,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/42638430,"6,248",0.813
1424,Mutant Ninja Midlife Crisis,a_platypus,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/41619240,"6,000",0.5106
1425,Every Night the Longest Day,ashtreelane,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/42205842,"5,976",-0.9527
1426,Rotten Reflections,Nicoforlife,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/42049170,"5,907",-0.8258
1427,Trial and Error,ApatheticRobots,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/42091416,"5,854",-0.312
1428,juxtaposition,SpectrumWriting,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/16018124,"5,800",0.296
1429,Dagger From the Mirror,TotallyNotASecretAO3Account,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/29712687,"5,650",-0.6833
1430,B.E.A.S.T,SkylerSkyhigh,Teenage Mutant Ninja Turtles - All Media Types,https://archiveofourown.org/works/44037786,"5,567",0.8775
1431,On Punching Gods and Absentee Dads,Enigmaris,Thor (Movies),https://archiveofourown.org/works/17926664,"24,357",0.9118
1432,just in it for the game,grim_lupine,Thor (Movies),https://archiveofourown.org/works/12837867,"20,314",0.9001
1433,Asgardrian Galdr,Valerie_Vancollie,Thor (Movies),https://archiveofourown.org/works/29072913,"18,168",0.2093
1434,Sharpen Your Teeth,STARSdidathing,Thor (Movies),https://archiveofourown.org/works/5363684,"18,120",-0.7064
1435,Friendly Neighbourhood Falcon-Mage,Fregor,Thor (Movies),https://archiveofourown.org/works/16365134,"17,549",0.9062
1436,the reactions of a dead man,agloeian,Thor (Movies),https://archiveofourown.org/works/14727342,"14,548",-0.7096
1437,Life In Reverse,Lise,Thor (Movies),https://archiveofourown.org/works/476291,"14,317",0.0
1438,End Racism in the OTW | Shatter,Aria,Thor (Movies),https://archiveofourown.org/works/213786,"14,254",-0.7269
1439,I'll Be Your Bodyguard (If You'll Be My Security Blanket),NarutoRox,Thor (Movies),https://archiveofourown.org/works/5511617,"13,039",0.3182
1440,Eight Months of a Century,stereobone,Thor (Movies),https://archiveofourown.org/works/465339,"12,820",0.4404
1441,The Echo Garden,AltraViolet,Transformers - All Media Types,https://archiveofourown.org/works/22553779,"4,800",-0.7906
1442,The Doctor Is In,Spoon888,Transformers - All Media Types,https://archiveofourown.org/works/23232112,"4,409",-0.9337
1443,House Divided,spaceliquid,Transformers - All Media Types,https://archiveofourown.org/works/3224156,"4,319",0.5835
1444,Peacemaker,astolat,Transformers - All Media Types,https://archiveofourown.org/works/13736073,"4,244",-0.1088
1445,Victory Condition,astolat,Transformers - All Media Types,https://archiveofourown.org/works/13272438,"4,235",0.6061
1446,Battlesleep,Reyairia,Transformers - All Media Types,https://archiveofourown.org/works/5570629,"4,120",-0.7717
1447,The Parent Trap,astolat,Transformers - All Media Types,https://archiveofourown.org/works/17869196,"3,622",0.2732
1448,A Degree of Compatibility,astolat,Transformers - All Media Types,https://archiveofourown.org/works/17685287,"3,603",-0.0572
1449,The Command Quarters,Spoon888,Transformers - All Media Types,https://archiveofourown.org/works/16602230,"3,412",-0.25
1450,Accidental War Criminal Acquisition,Spoon888,Transformers - All Media Types,https://archiveofourown.org/works/31758913,"3,283",0.5859
1451,The Echo Garden,AltraViolet,Transformers Generation One,https://archiveofourown.org/works/22553779,"4,800",-0.7906
1452,The Doctor Is In,Spoon888,Transformers Generation One,https://archiveofourown.org/works/23232112,"4,409",-0.9337
1453,Victory Condition,astolat,Transformers Generation One,https://archiveofourown.org/works/13272438,"4,235",0.6061
1454,The Command Quarters,Spoon888,Transformers Generation One,https://archiveofourown.org/works/16602230,"3,412",-0.25
1455,Accidental War Criminal Acquisition,Spoon888,Transformers Generation One,https://archiveofourown.org/works/31758913,"3,283",0.5859
1456,Project Bang,astolat,Transformers Generation One,https://archiveofourown.org/works/13343814,"3,277",0.0516
1457,Marriage Law Rejection Letters,sakura_lisel,Transformers Generation One,https://archiveofourown.org/works/15656337,"2,884",-0.7269
1458,Excessively Clever,astolat,Transformers Generation One,https://archiveofourown.org/works/17612081,"2,778",-0.3804
1459,Turn of a Switch,spaceliquid,Transformers Generation One,https://archiveofourown.org/works/1237150,"2,631",-0.4588
1460,The Echo Garden,AltraViolet,The Transformers (IDW Generation One),https://archiveofourown.org/works/22553779,"4,800",-0.7906
1461,The Command Quarters,Spoon888,The Transformers (IDW Generation One),https://archiveofourown.org/works/16602230,"3,412",-0.25
1462,Turn of a Switch,spaceliquid,The Transformers (IDW Generation One),https://archiveofourown.org/works/1237150,"2,631",-0.4588
1463,Nor Is He Early,ObliqueVion,The Transformers (IDW Generation One),https://archiveofourown.org/works/31375766,"2,448",-0.5859
1464,Cake Slice,Bubonicc,The Transformers (IDW Generation One),https://archiveofourown.org/works/4475312,"2,111",0.0
1465,Romantic Mixtape Side A,HenriettaDarlington,The Transformers (IDW Generation One),https://archiveofourown.org/works/9928325,"2,052",-0.6597
1466,Cooking Off,zuzeca,The Transformers (IDW Generation One),https://archiveofourown.org/works/3830719,"2,044",-0.1531
1467,Locks To Fit the Keys,Im_The_Doctor (Bofur1),The Transformers (IDW Generation One),https://archiveofourown.org/works/6847498,"2,037",-0.128
1468,One Hundred One Thousands,Spoon888,The Transformers (IDW Generation One),https://archiveofourown.org/works/20025688,"1,752",0.4939
1469,Track List,GhostHost,The Transformers (IDW Generation One),https://archiveofourown.org/works/6800929,"1,714",0.34
1470,The Echo Garden,AltraViolet,Transformers: Prime,https://archiveofourown.org/works/22553779,"4,800",-0.7906
1471,The Parent Trap,astolat,Transformers: Prime,https://archiveofourown.org/works/17869196,"3,622",0.2732
1472,The Command Quarters,Spoon888,Transformers: Prime,https://archiveofourown.org/works/16602230,"3,412",-0.25
1473,Life Finds a Way,Kyn,Transformers: Prime,https://archiveofourown.org/works/20594369,"3,131",0.5106
1474,Coming Home,astolat,Transformers: Prime,https://archiveofourown.org/works/17265167,"2,797",0.0
1475,Turn of a Switch,spaceliquid,Transformers: Prime,https://archiveofourown.org/works/1237150,"2,631",-0.4588
1476,Fortuna Primigenia,SS_Shitstorm,Transformers: Prime,https://archiveofourown.org/works/4896355,"2,621",-0.2732
1477,Contact,auri_mynonys,Transformers: Prime,https://archiveofourown.org/works/20062246,"2,294",-0.296
1478,Crawling Back To You,Transformatron,Transformers: Prime,https://archiveofourown.org/works/16851910,"2,278",-0.3612
1479,Prompts Collection,Quiet_Shadow,Transformers: Prime,https://archiveofourown.org/works/683771,"2,164",-0.3612
1480,"call me, beep me",orphan_account,Voltron: Legendary Defender,https://archiveofourown.org/works/7841764,"48,166",-0.1813
1481,Sweet Quiznak,CheckeredCloth,Voltron: Legendary Defender,https://archiveofourown.org/works/7332586,"36,297",-0.743
1482,Nightmares,Trashness,Voltron: Legendary Defender,https://archiveofourown.org/works/7813126,"30,798",0.4215
1483,The Marks We Make,wittyy_name,Voltron: Legendary Defender,https://archiveofourown.org/works/8444320,"24,300",0.9867
1484,Watercast,Fishwrites,Voltron: Legendary Defender,https://archiveofourown.org/works/7921288,"23,349",-0.261
1485,Shut Up and Dance With Me,wittyy_name,Voltron: Legendary Defender,https://archiveofourown.org/works/8159153,"20,721",0.9765
1486,so why don't we fall,aknightley,Voltron: Legendary Defender,https://archiveofourown.org/works/7680397,"19,574",-0.296
1487,"there, nestled against his pulse",hiuythn,Voltron: Legendary Defender,https://archiveofourown.org/works/15040385,"19,130",-0.7066
1488,you never stood a chance,kagshina,Voltron: Legendary Defender,https://archiveofourown.org/works/9076885,"18,840",-0.0772
1489,Hearts Don't Break Around Here,klancekorner,Voltron: Legendary Defender,https://archiveofourown.org/works/12402426,"18,470",0.9118
1490,Peter Parker's Home for the Wayward Villain,BeanieBaby,X-Men - All Media Types,https://archiveofourown.org/works/3135464,"28,647",0.0
1491,I Think I Missed a Step ('Cause I'm Fallin' For You),mokuyoubi,X-Men - All Media Types,https://archiveofourown.org/works/11871867,"25,285",0.7587
1492,Order Up,ikeracity,X-Men - All Media Types,https://archiveofourown.org/works/745690,"21,612",0.5859
1493,if you run fast enough,silvyri,X-Men - All Media Types,https://archiveofourown.org/works/15830358,"21,381",-0.8957
1494,Not So Much the Teacup,thehoyden,X-Men - All Media Types,https://archiveofourown.org/works/247757,"15,475",0.3612
1495,Mutantkind,TheSovereigntyofReality,X-Men - All Media Types,https://archiveofourown.org/works/13148322,"14,567",-0.8995
1496,Paper Monsters,Clocks,X-Men - All Media Types,https://archiveofourown.org/works/254095,"13,717",0.2144
1497,Rumor Mill,ikeracity,X-Men - All Media Types,https://archiveofourown.org/works/519459,"13,083",0.9245
1498,What Not To Expect When You're Not Expecting It,thehoyden,X-Men - All Media Types,https://archiveofourown.org/works/230719,"12,582",-0.1779
1499,A Father's Son,dnky,X-Men - All Media Types,https://archiveofourown.org/works/14066796,"12,317",-0.5994
1500,Liminal Space,Calamityjim,Young Justice - All Media Types,https://archiveofourown.org/works/19016809,"19,893",-0.1366
1501,Surveillance,smilebackwards,Young Justice - All Media Types,https://archiveofourown.org/works/20060752,"12,446",-0.6822
1502,"Odd One, or, Wally's Mysterious Boyfriend",TheWitchBoy,Young Justice - All Media Types,https://archiveofourown.org/works/29238171,"12,272",-0.4378
1503,Throughout Infinity,flumen,Young Justice - All Media Types,https://archiveofourown.org/works/19718083,"11,831",-0.8042
1504,The Mystery of the Superboy Shirts,Aviatricks,Young Justice - All Media Types,https://archiveofourown.org/works/7393054,"11,822",0.3612
1505,Extension,smilebackwards,Young Justice - All Media Types,https://archiveofourown.org/works/21456370,"11,477",-0.6908
1506,"Everything I Do, I Do It Big",an unattractive acquaintance (theuglyfriend),Young Justice - All Media Types,https://archiveofourown.org/works/9198536,"11,278",-0.6428
1507,Compression,Calamityjim,Young Justice - All Media Types,https://archiveofourown.org/works/21738820,"10,243",-0.5499
1508,Manor-Dad lets me drive the Batmobile,lostletters (loosingletters),Young Justice - All Media Types,https://archiveofourown.org/works/19002637,"9,082",0.2732
1509,Liminal Space,Calamityjim,Young Justice (Cartoon),https://archiveofourown.org/works/19016809,"19,893",-0.1366
1510,Surveillance,smilebackwards,Young Justice (Cartoon),https://archiveofourown.org/works/20060752,"12,446",-0.6822
1511,Throughout Infinity,flumen,Young Justice (Cartoon),https://archiveofourown.org/works/19718083,"11,831",-0.8042
1512,Extension,smilebackwards,Young Justice (Cartoon),https://archiveofourown.org/works/21456370,"11,477",-0.6908
1513,Compression,Calamityjim,Young Justice (Cartoon),https://archiveofourown.org/works/21738820,"10,243",-0.5499
1514,One of ours,Ceciliedr,Young Justice (Cartoon),https://archiveofourown.org/works/29094027,"9,860",-0.2347
1515,Flanking Maneuver,smilebackwards,Young Justice (Cartoon),https://archiveofourown.org/works/649678,"8,982",-0.3467
1516,Orientation,smilebackwards,Young Justice (Cartoon),https://archiveofourown.org/works/20921720,"8,812",0.1551
1517,Multilingual,Lady_of_Lorule,Young Justice (Cartoon),https://archiveofourown.org/works/21579742,"7,945",0.0
1518,Dick and Wally's Bogus Journey,pupeez4eva,Young Justice (Cartoon),https://archiveofourown.org/works/5190911,"7,907",-0.5709
1519,The Breaking Point of a God,grey_cat_crozzing,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/43083675,"5,182",0.3277
1520,my ever after / is holding you,LovesickPrince,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/38476312,"3,524",0.93
1521,lost in the dark (he's got a heavy heart),definitelynotaroughdraft (definitelynotshouting),3rd Life | Last Life SMP Series,https://archiveofourown.org/works/45368656,"3,201",-0.8905
1522,Trust Life,Capritarius,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/41212521,"3,092",0.431
1523,i don't think i could stand to be where you don't see me,wizardlover,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/39733818,"3,025",0.7914
1524,believing in the country of me and you,remrose,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/40201992,"3,016",0.0387
1525,"Ouch, Fuck, Why does my stomach hurt????",Eye_Dunn0,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/39735696,"2,800",-0.9478
1526,"Greater the Love, Greater the Loss (and Gain)",SneakyToni,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/33962875,"2,787",-0.8517
1527,"When the tether snaps, the anchor sinks",EerieFeelingsAt3Am,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/40541181,"2,720",-0.9568
1528,Werewolf Games,Sixteenthdays,3rd Life | Last Life SMP Series,https://archiveofourown.org/works/38750292,"2,617",0.6597
1529,Get On Your Knees And Pray To Me,shiningloki,Actor RPF,https://archiveofourown.org/works/22942099,"10,697",0.9392
1530,"Alphas, Betas, Omegas: A Primer",norabombay,Actor RPF,https://archiveofourown.org/works/403644,"8,925",0.0
1531,Yizhan Through The Years,jalpari,Actor RPF,https://archiveofourown.org/works/22343227,"7,052",0.7096
1532,Yizhan,Obsidian_Aurora,Actor RPF,https://archiveofourown.org/works/22078864,"6,048",0.9943
1533,My Fandom Needs Me,orphan_account,Actor RPF,https://archiveofourown.org/works/12292116,"5,397",-0.7003
1534,It Was Fascination,daydreaminterlude,Actor RPF,https://archiveofourown.org/works/27222799,"5,076",0.34
1535,Sugar Daddy,orphan_account,Actor RPF,https://archiveofourown.org/works/3182744,"4,929",0.3612
1536,Fixtures and Fittings,ella_minnow,Actor RPF,https://archiveofourown.org/works/21707347,"4,742",-0.9153
1537,The Scent of Happiness,vesna (mrsronweasley),Actor RPF,https://archiveofourown.org/works/22602043,"3,984",0.9158
1538,you're the reason that i just can't concentrate,gdgdbaby,Actor RPF,https://archiveofourown.org/works/20812577,"3,956",-0.34
1539,The Anatomy of a Fall,novembersmith,Bandom,https://archiveofourown.org/works/155168,"5,258",-0.9001
1540,the joker laughs at you (don't you think?),SoloChaos,Bandom,https://archiveofourown.org/works/1198281,"3,014",0.4215
1541,Light a Match and All I'll See is You,orphan_account,Bandom,https://archiveofourown.org/works/4175058,"2,976",-0.7906
1542,A Little Infamy,ladyfoxxx,Bandom,https://archiveofourown.org/works/858826,"2,884",-0.7845
1543,500 Baskets,emeraldcitydowntowngirl,Bandom,https://archiveofourown.org/works/5836147,"2,736",0.7506
1544,The Group Chat AU That Nobody Asked For,Reddxn,Bandom,https://archiveofourown.org/works/8232398,"2,628",0.4939
1545,Inch of Skin,the_ragnarok,Bandom,https://archiveofourown.org/works/3225056,"2,484",0.875
1546,Black Market Blood,autoschediastic,Bandom,https://archiveofourown.org/works/264958,"2,441",-0.4716
1547,pink,SoloChaos,Bandom,https://archiveofourown.org/works/2291060,"2,307",-0.296
1548,Get On Your Knees And Pray To Me,shiningloki,British Actor RPF,https://archiveofourown.org/works/22942099,"10,697",0.9392
1549,Behind Locked Doors,shiningloki,British Actor RPF,https://archiveofourown.org/works/17463953,"3,686",0.2153
1550,In Loki's Possession,rosarevolution,British Actor RPF,https://archiveofourown.org/works/13583748,"2,740",0.4588
1551,Trials Of Pleasure,shiningloki,British Actor RPF,https://archiveofourown.org/works/28173261,"2,650",0.9593
1552,Loki's Slut,icybluepenguin,British Actor RPF,https://archiveofourown.org/works/3708627,"2,383",0.9042
1553,"I hate you, I love you.",Lass_Kicker,British Actor RPF,https://archiveofourown.org/works/7964674,"2,317",-0.5267
1554,The Spring Season,shiningloki,British Actor RPF,https://archiveofourown.org/works/23131084,"2,146",0.2263
1555,Stray Not From Me,furiedheart,British Actor RPF,https://archiveofourown.org/works/898339,"2,113",0.2023
1556,Body Double,lokilickedme,British Actor RPF,https://archiveofourown.org/works/3935923,"2,088",0.946
1557,Chemical,lokilickedme,British Actor RPF,https://archiveofourown.org/works/3970054,"2,087",0.7952
1558,Zhen Qing Shi Gan (Summer's Child),DeviyudeThoolika,Chinese Actor RPF,https://archiveofourown.org/works/23814055,"2,307",0.0
1559,"pick me, pick me up",domeeneec,Chinese Actor RPF,https://archiveofourown.org/works/28621887,"2,220",0.8453
1560,Peach Wine from the Sun God,platinumtongue,Chinese Actor RPF,https://archiveofourown.org/works/30343413,"2,195",0.9172
1561,I'm Not as Good as You Think (Or as Bad as They Say),Ilyria,Chinese Actor RPF,https://archiveofourown.org/works/23349880,"2,115",0.7992
1562,Precious Things,DeviyudeThoolika,Chinese Actor RPF,https://archiveofourown.org/works/24774733,"2,057",0.6369
1563,"Half is loss, half is gain - Ban Shi Sun Shi ,Ban Shi Shou Yi ",Yin_Chi,Chinese Actor RPF,https://archiveofourown.org/works/29426049,"1,793",-0.594
1564,The Upgrade Clause,fyredancer,Chinese Actor RPF,https://archiveofourown.org/works/27969959,"1,715",0.8151
1565,Lukewarm,iffervescent,Chinese Actor RPF,https://archiveofourown.org/works/24926125,"1,670",0.4449
1566,"As Long as I Have You, I'm Satisfied",Ilyria,Chinese Actor RPF,https://archiveofourown.org/works/24086515,"1,606",-0.9202
1567,"You're mine now, Zhan-ge",percephone,Chinese Actor RPF,https://archiveofourown.org/works/24553744,"1,599",0.9532
1568,tommyinnit's clinic for supervillains,bonesandthebees (bonesandcacti),Dream SMP,https://archiveofourown.org/works/33489424,"63,078",-0.5563
1569,Butterfly Reign,SilentTeyz,Dream SMP,https://archiveofourown.org/works/34743979,"35,604",0.4588
1570,Stay underneath my wing,sircantus,Dream SMP,https://archiveofourown.org/works/31896778,"33,999",-0.3612
1571,"I was a kid in a village, doing alright, then I became a prince overnight",sircantus,Dream SMP,https://archiveofourown.org/works/28045056,"33,899",0.7543
1572,Hush Now (You Were Lost but Now You're Found),CorpseArt,Dream SMP,https://archiveofourown.org/works/30646853,"31,267",-0.7269
1573,Change fate by being aggressively kind,sircantus,Dream SMP,https://archiveofourown.org/works/28237845,"31,184",0.749
1574,No Cause for Concern,hedgehoggeryyy,Dream SMP,https://archiveofourown.org/works/31319468,"24,876",0.4767
1575,This is Not an Act of Spite,ellis (ellabellachicketychella),Dream SMP,https://archiveofourown.org/works/32017435,"24,765",-0.9694
1576,bones in the ocean,bunflower,Dream SMP,https://archiveofourown.org/works/32342644,"23,765",-0.8622
1577,the world forgetting by the world forgot,bonesandthebees (bonesandcacti),Dream SMP,https://archiveofourown.org/works/36104923,"19,549",0.8639
1578,How (Not) To Third Wheel Lestappen,f1writingbyme,Formula 1 RPF,https://archiveofourown.org/works/51492031,"4,822",0.2975
1579,i loved you before i knew i was supposed to,3_33,Formula 1 RPF,https://archiveofourown.org/works/51327208,"3,964",0.8268
