ID,Title,Author,Fandom,Url,Kudos,Average_Sentiment
849,wicked thing,imaginarykat,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/6261721,"10,877",-0.7096
850,Hourglass,BeanieBaby,Star Wars: The Clone Wars (2008) - All Media Types,https://archiveofourown.org/works/13281066,"10,651",-0.1027
851,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/10129274,"16,237",0.7003
852,"Of Queens, Knights, and Pawns",chancecraz,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/8543680,"9,860",-0.7717
853,Reprise I,Elfpen,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/5201648,"8,794",-0.6705
854,Luminous,HopeofDawn,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/14893214,"8,750",0.4827
855,wonderterror,peradi,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/10560054,"8,358",0.0
856,Tuning up your TIE-Fighter to prove you're better than the bastard currently running the TIE-Fighter Program for fun and profit,loosingletters,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/24199474,"7,751",0.7684
857,Apology Accepted,Fialleril,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/6402778,"7,156",0.0
858,"PRojects IN Controlled Environments, version Sith",Beth Winter (BethWinter),Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/5985655,"7,134",0.8126
859,Duty Bound,acuteneurosis,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/31764097,"7,094",-0.7601
860,The Tinies,SilverDaye,Star Wars: Rebellion Era - All Media Types,https://archiveofourown.org/works/33085891,"6,912",0.3818
861,Magic Blankets,Lady_Lombax,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/15644802,"19,343",0.2263
862,Old Man Luke,scarletjedi,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/8825689,"17,979",0.926
863,Supreme Chancellor Obi-Wan Kenobi,stonefreeak,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/17636003,"16,841",0.2633
864,Back From the Future: Episode VI The Clone Wars,Ariel_Sojourner,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/10129274,"16,237",0.7003
865,Love heals all wounds (so they say),K_R_Closson,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/33492454,"15,363",0.4588
866,there but for the grace of god,wanderlove,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/27187270,"13,109",0.8067
867,The Way of Conquest,pagination,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/38850561,"12,039",0.4404
868,Master Mine,skyl_tales,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/22209502,"11,453",-0.899
869,The Legend Of Liob,Killbothtwins,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/38656698,"10,997",0.5563
870,wicked thing,imaginarykat,Star Wars: Rise of Empire Era - All Media Types,https://archiveofourown.org/works/6261721,"10,877",-0.7096
871,No Paths Are Bound,Cataclysmic_Calamity,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/34816549,"23,081",-0.7964
872,Atlas,etymologyplayground,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/17896520,"19,140",0.2263
873,perfected by trial,orphan_account,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/20598215,"18,164",-0.6594
874,Thousand Gold Come-And-Go Stew,VampireFaun,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/41514324,"15,526",-0.5719
875,Take Me by the Waist to the Water,etymologyplayground,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/18111086,"15,234",-0.7003
876,Digging for Orchids,betts,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/28058367,"14,904",-0.9077
877,the ghost king's bride,arahir,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/18179294,"11,764",0.9495
878,Hua Xianle,Author_Of_Insanity101,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/37682095,"11,530",0.9696
879,a mighty ocean or a gentle kiss,merthurlin,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/26634055,"10,819",0.4215
880,listen closely,moonsteps,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,https://archiveofourown.org/works/27581431,"10,677",0.9118
881,A Shot in the Dark,Silver_pup,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/634290,"25,279",-0.3664
882,Sansukh,determamfidd,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/855528,"21,137",-0.9805
883,Para Bellum,RyuuzaKochou,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/660842,"18,530",0.5965
884,Planting a Hobbit,northerntrash,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/1938483,"17,193",0.6486
885,lay down your sweet and weary head,Elenothar,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/938431,"16,750",-0.6486
886,You Got Me,drunkonwriting,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/3439895,"15,938",0.8689
887,Safe and Distant,Lindzzz,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/2838050,"15,888",0.9358
888,Call You Home,northerntrash,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/1741619,"14,941",0.4939
889,The Dragon of Moria,pristineungift,TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/6832576,"13,723",-0.3818
890,An Eye For Quality,Linelen (Linelenagain),TOLKIEN J. R. R. - Works & Related Fandoms,https://archiveofourown.org/works/729118,"13,184",0.6455
891,"My Soul, Your Heart",Seriously_awkward_amy,Twilight Series - All Media Types,https://archiveofourown.org/works/33606196,"16,105",0.0865
892,Green & Gold,JessalynMichele,Twilight Series - All Media Types,https://archiveofourown.org/works/37220047,"11,521",-0.7348
893,A Hundred Winks of Sunshine,Tsume_Yuki,Twilight Series - All Media Types,https://archiveofourown.org/works/14780063,"10,873",0.9204
894,A Body of Water and Bones,littlestcactus,Twilight Series - All Media Types,https://archiveofourown.org/works/26566000,"9,676",-0.4678
895,Their Beloved Prince,misteeirene,Twilight Series - All Media Types,https://archiveofourown.org/works/9838181,"8,385",0.802
896,IN SICKNESS AND IN HEALTH.,misteeirene,Twilight Series - All Media Types,https://archiveofourown.org/works/2100033,"7,890",-0.5574
897,all the lambs grow fangs and hunt down the lions,searchingforserendipity,Twilight Series - All Media Types,https://archiveofourown.org/works/6303427,"7,754",-0.7096
898,Unbroken,misteeirene,Twilight Series - All Media Types,https://archiveofourown.org/works/6841540,"7,015",-0.8316
899,The Boyfriend,AverageFish,Twilight Series - All Media Types,https://archiveofourown.org/works/33802684,"6,912",0.5994
900,Green & Gold,JessalynMichele,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/37220047,"11,521",-0.7348
901,A Hundred Winks of Sunshine,Tsume_Yuki,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/14780063,"10,873",0.9204
902,A Body of Water and Bones,littlestcactus,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/26566000,"9,676",-0.4678
903,Jesus Fucking Christ,crispy_croissant,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/32877397,"8,861",-0.7906
904,all the lambs grow fangs and hunt down the lions,searchingforserendipity,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/6303427,"7,754",-0.7096
905,The Boyfriend,AverageFish,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/33802684,"6,912",0.5994
906,Don't think about it and it will go away on its own,Gimlili,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/50099878,"6,779",-0.9531
907,The Boyfriend,FalconLux,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/8261150,"6,678",0.6124
908,Green & Gold II,JessalynMichele,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/37686406,"6,229",0.9699
909,Falling Slowly,Kamaro0917,Twilight Series - Stephenie Meyer,https://archiveofourown.org/works/28748361,"5,834",0.2362
910,Patisserie,WickedlyEmma,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/28395783,"8,970",0.128
911,cast yourself (you are the spell),dandelionlighters,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/21279686,"7,499",0.0772
912,Moonlight Shadow,TheaHaleBlack,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/23391559,"6,313",0.5423
913,White Rabbit,BlueEyedBetaMeow,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/6284149,"5,234",-0.2023
914,The Veil,a_dale,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/17707925,"5,190",0.8957
915,they took the midnight train (goin' anywhere),that_one_urchin,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/23793898,"4,775",0.762
916,(meet me) under the mistletoe,saltzpen,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/17126681,"4,745",0.743
917,Daughter of Death,Vampire_3031,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/33233371,"4,632",-0.4404
918,Shuffle,SlashAddict4Life,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/1339576,"4,492",0.4939
919,The Art of Losing,thespace_inmyhead,The Vampire Diaries & Related Fandoms,https://archiveofourown.org/works/22382398,"4,445",0.1021
920,Woodash and iron and leather,iffervescent,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/22114921,"31,668",-0.4939
921,With a Conquering Air,inexplicifics,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/23273713,"24,638",0.9788
922,His Touch,Sevent,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/22204666,"24,328",-0.0387
923,Companionship,ArliaDevi,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/22254058,"21,332",0.2382
924,Do it Again,thisgirlsays22,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/22786480,"20,186",-0.5423
925,Comply,QueenOfAllCorgis,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/23112499,"18,587",-0.9408
926,The god of scraped knees.,spqr,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/23686993,"18,504",0.128
927,"home is nowhere, therefore you",Ark,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/22429246,"17,549",0.813
928,of music and motion and love,WriteThroughTheNight,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/23224837,"16,857",0.699
929,Only Love Proudly and Gladly and Well,inexplicifics,Wiedźmin | The Witcher - All Media Types,https://archiveofourown.org/works/23497486,"16,845",-0.296
930,gotta be down because i want it all,gnimmish,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35239633,"14,132",-0.3818
931,My Boy Savior,Elsanndra,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35418925,"9,399",0.836
932,you carry my fears (as the heavens set fire),prettyaveragewhiteshark,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35206645,"8,944",-0.4215
933,Plus One,wiseturtlebear,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35255689,"7,887",-0.3612
934,A New Era,spicedrobot,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35063851,"6,864",0.7506
935,the perfect ache,Amandosh,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35296999,"6,191",0.8159
936,The Threads Of Fate Tangle And Twist,Misthios,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/36528271,"6,119",-0.9295
937,Rumours (Terrible and True),SunsetSharkbite,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/38426080,"6,070",0.8826
938,insinuations,aevallare,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35214433,"5,985",-0.507
939,the heart's epiphany,cityseeker,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35448292,"5,923",0.104
940,Eye for an Eye,LazyDaizy,Archie Comics & Related Fandoms,https://archiveofourown.org/works/15654000,"4,346",-0.91
941,"this is the last time, I'll say a million more times",underneaththewalnuttree,Archie Comics & Related Fandoms,https://archiveofourown.org/works/10540668,"4,112",0.9774
942,Tony's Little Black Book (Night in Front of the TV),hellbells,Archie Comics & Related Fandoms,https://archiveofourown.org/works/10614756,"3,875",0.0
943,This Rage is the One Thing I Get from my Father,keeping_up_with_the_morningstars,Archie Comics & Related Fandoms,https://archiveofourown.org/works/19803442,"3,336",-0.5006
944,i just want you to know who i am,cheryltonis,Archie Comics & Related Fandoms,https://archiveofourown.org/works/16047158,"3,268",-0.2732
945,(my youth ain't) tangled up in bad decisions,singsongsung,Archie Comics & Related Fandoms,https://archiveofourown.org/works/11179281,"2,951",-0.1335
946,Scars,IndianSummer13,Archie Comics & Related Fandoms,https://archiveofourown.org/works/14338842,"2,883",0.6486
947,Scuff,WhoLenny,Archie Comics & Related Fandoms,https://archiveofourown.org/works/14832821,"2,848",0.4019
948,The Real Suspension of Disbelief,punk_rock_yuppie,Archie Comics & Related Fandoms,https://archiveofourown.org/works/9596627,"2,831",0.4588
949,Southside High,noorakardemmomesaetre,Archie Comics & Related Fandoms,https://archiveofourown.org/works/12699054,"2,534",-0.4588
950,I was born for this,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/16094690,"8,440",-0.0516
951,Sailing the Stars,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/28949799,"7,181",-0.6597
952,Desmond ex Machina,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/21491479,"6,912",0.7906
953,Black Robe,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/14880483,"6,616",-0.34
954,Earthly Scene,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/18908620,"6,507",0.6258
955,Flowers For a Planet,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/23841208,"6,258",0.2263
956,Study of Flight,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/13702866,"6,186",0.0
957,Sith of Old,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/17054471,"6,127",-0.1742
958,Impermanence,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/16362800,"5,784",-0.8221
959,Gift of Living Well,esama,Assassin's Creed - All Media Types,https://archiveofourown.org/works/17781176,"5,766",0.0
960,it's such a gorgeous sight to see you in the middle of the night,badkids,Avatar: Legend of Korra,https://archiveofourown.org/works/3112523,"10,388",0.1531
961,Harry Potter and the Avatar's Return,pristineungift,Avatar: Legend of Korra,https://archiveofourown.org/works/6832255,"7,823",0.2732
962,we hold our hearts in silence,psychedelic_aya,Avatar: Legend of Korra,https://archiveofourown.org/works/1053020,"7,315",0.0
963,The Jealous Type,ariadnerue,Avatar: Legend of Korra,https://archiveofourown.org/works/2740799,"6,953",-0.4767
964,No Matter The Universe,gillywulf,Avatar: Legend of Korra,https://archiveofourown.org/works/2395991,"6,391",0.3818
